0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,32,32,32,32,32,32,32,32,40,40,40,40,40,40,40,40,48,48,48,48,48,48,48,48,56,56,56,56,56,56,56,56
-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8,-64,-56,-48,-40,-32,-24,-16,-8
48,48,48,48,48,48,48,48,40,40,40,40,40,40,40,40,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
