8.478338623046875000e+02,5.505927734375000000e+02
8.495023803710937500e+02,5.840128784179687500e+02
8.510234375000000000e+02,6.179340820312500000e+02
8.525042724609375000e+02,6.522421875000000000e+02
8.540623779296875000e+02,6.868541259765625000e+02
8.555380249023437500e+02,7.216219482421875000e+02
8.570707397460937500e+02,7.568652343750000000e+02
8.123892211914062500e+02,5.502512817382812500e+02
8.137811889648437500e+02,5.837470703125000000e+02
8.152135620117187500e+02,6.179677734375000000e+02
8.165560302734375000e+02,6.524602661132812500e+02
8.178391113281250000e+02,6.872432861328125000e+02
8.193101806640625000e+02,7.222949829101562500e+02
8.206065063476562500e+02,7.576058349609375000e+02
7.761835937500000000e+02,5.497424926757812500e+02
7.774476318359375000e+02,5.835363159179687500e+02
7.786744384765625000e+02,6.179170532226562500e+02
7.799561157226562500e+02,6.526112670898437500e+02
7.811932373046875000e+02,6.875941772460937500e+02
7.823561401367187500e+02,7.228806152343750000e+02
7.834763793945312500e+02,7.584024047851562500e+02
7.395885009765625000e+02,5.493057861328125000e+02
7.406686401367187500e+02,5.833468017578125000e+02
7.417951049804687500e+02,6.178537597656250000e+02
7.428530883789062500e+02,6.527169189453125000e+02
7.438984985351562500e+02,6.879823608398437500e+02
7.449489135742187500e+02,7.234958496093750000e+02
7.458906250000000000e+02,7.592335205078125000e+02
7.024252929687500000e+02,5.487892456054687500e+02
7.034149169921875000e+02,5.830010986328125000e+02
7.043361816406250000e+02,6.177901611328125000e+02
7.052526855468750000e+02,6.528837280273437500e+02
7.061570434570312500e+02,6.883260498046875000e+02
7.069318237304687500e+02,7.241141357421875000e+02
7.076961059570312500e+02,7.600939331054687500e+02
6.645884399414062500e+02,5.482810058593750000e+02
6.654318847656250000e+02,5.826577758789062500e+02
6.662369384765625000e+02,6.176402587890625000e+02
6.669722290039062500e+02,6.530992431640625000e+02
6.676279907226562500e+02,6.887026367187500000e+02
6.682815551757812500e+02,7.246884155273437500e+02
6.688182983398437500e+02,7.608630371093750000e+02
6.263530883789062500e+02,5.477175292968750000e+02
6.269924316406250000e+02,5.823535156250000000e+02
6.276156616210937500e+02,6.175860595703125000e+02
6.281575927734375000e+02,6.532027587890625000e+02
6.285990600585937500e+02,6.891032714843750000e+02
6.291049194335937500e+02,7.253572998046875000e+02
6.294879150390625000e+02,7.617616577148437500e+02
5.875481567382812500e+02,5.471368408203125000e+02
5.880565185546875000e+02,5.820197753906250000e+02
5.884368896484375000e+02,6.174603881835937500e+02
5.888098144531250000e+02,6.533374633789062500e+02
5.891484985351562500e+02,6.894678955078125000e+02
5.894077758789062500e+02,7.258880615234375000e+02
5.895540771484375000e+02,7.626690063476562500e+02
5.480502929687500000e+02,5.465437011718750000e+02
5.483979492187500000e+02,5.816153564453125000e+02
5.486090698242187500e+02,6.173652343750000000e+02
5.486868286132812500e+02,6.534330444335937500e+02
5.487199096679687500e+02,6.898626098632812500e+02
5.487784423828125000e+02,7.265100708007812500e+02
5.487638549804687500e+02,7.635747070312500000e+02
5.081719970703125000e+02,5.459674072265625000e+02
5.082533874511718750e+02,5.813016357421875000e+02
5.082675476074218750e+02,6.172993164062500000e+02
5.082445678710937500e+02,6.536341552734375000e+02
5.081288146972656250e+02,6.902389526367187500e+02
5.079863281250000000e+02,7.271762084960937500e+02
5.077211914062500000e+02,7.644340820312500000e+02
1.415673828125000000e+03,5.827041015625000000e+02
1.416927734375000000e+03,6.171730957031250000e+02
1.418196533203125000e+03,6.522200927734375000e+02
1.419471923828125000e+03,6.876773071289062500e+02
1.420787109375000000e+03,7.235488281250000000e+02
1.422394042968750000e+03,7.597062988281250000e+02
1.423849609375000000e+03,7.962813720703125000e+02
1.377535034179687500e+03,5.845249633789062500e+02
1.378503540039062500e+03,6.186569824218750000e+02
1.379508300781250000e+03,6.535245361328125000e+02
1.380556762695312500e+03,6.888618774414062500e+02
1.381708862304687500e+03,7.244498291015625000e+02
1.382945190429687500e+03,7.603645019531250000e+02
1.384301269531250000e+03,7.967079467773437500e+02
1.339673828125000000e+03,5.863295898437500000e+02
1.340453002929687500e+03,6.202341308593750000e+02
1.341257446289062500e+03,6.548532104492187500e+02
1.342163696289062500e+03,6.899624023437500000e+02
1.343152343750000000e+03,7.253037719726562500e+02
1.344081176757812500e+03,7.610648193359375000e+02
1.345201293945312500e+03,7.971551513671875000e+02
1.302590576171875000e+03,5.878966064453125000e+02
1.303146606445312500e+03,6.217399291992187500e+02
1.303765991210937500e+03,6.561942138671875000e+02
1.304385742187500000e+03,6.910119628906250000e+02
1.305050292968750000e+03,7.261340942382812500e+02
1.305816284179687500e+03,7.616811523437500000e+02
1.306728759765625000e+03,7.975329589843750000e+02
1.265928955078125000e+03,5.895159912109375000e+02
1.266309570312500000e+03,6.231556396484375000e+02
1.266701416015625000e+03,6.573909912109375000e+02
1.267149658203125000e+03,6.920479736328125000e+02
1.267654174804687500e+03,7.269414672851562500e+02
1.268174316406250000e+03,7.622297363281250000e+02
1.268807739257812500e+03,7.978626098632812500e+02
1.229659179687500000e+03,5.912105712890625000e+02
1.229826904296875000e+03,6.245214843750000000e+02
1.230033935546875000e+03,6.585587158203125000e+02
1.230327636718750000e+03,6.930576171875000000e+02
1.230598754882812500e+03,7.277448120117187500e+02
1.230913574218750000e+03,7.629136962890625000e+02
1.231302001953125000e+03,7.983002929687500000e+02
1.193881591796875000e+03,5.926385498046875000e+02
1.193912231445312500e+03,6.258815917968750000e+02
1.193899536132812500e+03,6.597796020507812500e+02
1.194011108398437500e+03,6.940486450195312500e+02
1.194086547851562500e+03,7.286315917968750000e+02
1.194274780273437500e+03,7.634951782226562500e+02
1.194416381835937500e+03,7.987805786132812500e+02
1.158588256835937500e+03,5.941940917968750000e+02
1.158470825195312500e+03,6.272808837890625000e+02
1.158381713867187500e+03,6.608709106445312500e+02
1.158214965820312500e+03,6.950020141601562500e+02
1.158152954101562500e+03,7.293825073242187500e+02
1.158093994140625000e+03,7.641630249023437500e+02
1.157965942382812500e+03,7.991776733398437500e+02
1.123637695312500000e+03,5.955686645507812500e+02
1.123333129882812500e+03,6.284752807617187500e+02
1.122944946289062500e+03,6.620279541015625000e+02
1.122711791992187500e+03,6.959833374023437500e+02
1.122345458984375000e+03,7.300869140625000000e+02
1.122135864257812500e+03,7.646999511718750000e+02
1.121786376953125000e+03,7.996488037109375000e+02
1.089219482421875000e+03,5.971066894531250000e+02
1.088682495117187500e+03,6.297910766601562500e+02
1.088201660156250000e+03,6.631652221679687500e+02
1.087723022460937500e+03,6.969133911132812500e+02
1.087206298828125000e+03,7.308436279296875000e+02
1.086769165039062500e+03,7.651967163085937500e+02
1.086253417968750000e+03,7.999811401367187500e+02
