5.913152730403083563e+08,5.001256869626156458e+02,2.356194490192344837e+00,3.141592653589793116e+00,-1.371787155501901978e+01,2.234021442552741821e+00,3.141592653589793116e+00,3.816382450816670158e+00,2.356194490192344837e+00,0.000000000000000000e+00,-1.371787155501901978e+01,2.234021442552741821e+00,0.000000000000000000e+00,3.816382450816670158e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000355e+00,2.820000000000000024e-03,2.820000000000000024e-03,-4.000000000000000000e+01,8.000000000000000000e+01,5.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896780e+00
1.061891053282578439e+08,3.965868317526615670e+02,2.364406331780971815e+00,2.749216238338708873e+00,-8.274645965808367976e+01,2.179565340397813245e+00,2.830034904981391986e+00,-5.965467083295715156e+01,2.320790978948030325e+00,9.952526480314791146e-02,-4.146267129325579504e+01,2.224956881768143102e+00,1.133065554689832999e-01,-7.250497041356778638e+00,9.124206278781871182e-02,-3.834292953677902460e-01,6.534864755000404202e+00,4.349088263158067472e-03,4.469539662235771232e-03,2.275045896949557545e+01,2.563193278321073620e+01,6.062313012935466077e+02,7.921004562748060196e-02,2.464086916433443630e-01,-1.522788102754319306e+00
6.530618286050935090e+07,1.749721569974495026e+02,2.373107700458201297e+00,2.718601388394323859e+00,-1.062670885469143940e+02,2.163250848085624511e+00,2.814225265913754992e+00,-3.391674959896521102e+01,2.315561707777879619e+00,3.770832948765188986e-02,-4.279026788297635875e+01,2.234828669010092472e+00,8.845427659795276898e-02,6.813642200861583120e+00,-8.233708067677106279e-02,-3.443177425507992218e-01,7.378526249339591558e+00,3.844797056366803210e-03,4.087156015181549369e-03,1.647042538921896693e+01,2.584790151153126914e+01,7.075300782007376483e+02,1.360826575568461483e-01,3.560642690666303567e-01,-1.507478882152531341e+00
3.878352560056515783e+07,1.200841748666187954e+02,2.380034381707283764e+00,2.889358291470816464e+00,-8.506143104954809075e+01,2.176681375118515671e+00,2.973793553294967307e+00,-2.951290145497476658e+01,2.324568327012848989e+00,1.484332470280903815e-01,-5.768264240173022017e+01,2.212260980103948782e+00,1.507146741727672656e-01,2.230155458554761161e+00,5.401546169831458744e-02,-8.005307870553599603e-01,6.841133024195796608e+00,4.134228293619523868e-03,4.316280561721569896e-03,2.318045204891664568e+01,8.219890816601353123e+00,6.327687285471885161e+02,9.907869100457705747e-02,2.973400069746265362e-01,-1.540493126034855109e+00
5.235141769461105764e+07,6.606946365795410259e+01,2.376183757719692036e+00,2.894504185069172841e+00,-8.075217657037819663e+01,2.182073957785886531e+00,2.968427085449351743e+00,-3.120878027497483131e+01,2.314238419412751657e+00,1.402360489682590028e-01,-5.127592901308092621e+01,2.223107824532019716e+00,1.484788714854634595e-01,-5.404404407537580113e+00,-1.622696879271844084e-02,-8.908140908296705573e-01,6.807140107788758776e+00,4.091405023397089169e-03,4.291278700524358072e-03,1.990800983171664384e+01,-9.769986086651094581e+00,6.578452070591315533e+02,1.208693610808293240e-01,3.149135247945538674e-01,-1.542525906924406165e+00
8.046789187250123359e+06,2.142925488136657108e+01,2.384886350945975675e+00,2.902628661306930535e+00,-8.655922147791278576e+01,2.173029867785640334e+00,2.977577243511870364e+00,-2.420563626537499502e+01,2.321191322512688338e+00,1.513798746429496078e-01,-5.807962744939963784e+01,2.214155695419003145e+00,1.578810962410136798e-01,-6.250353033481532705e-01,-2.755019326890824002e-02,-7.647561780041308710e-01,6.921149310270997113e+00,4.121668801911709118e-03,4.292819437273215702e-03,1.865637904661436153e+01,4.839932340136764211e+00,6.454301437016202954e+02,1.048927579320620834e-01,3.199830900382078513e-01,-1.541936341463265858e+00
3.514356998453003354e+06,5.962279871113215002e+00,2.382444868939593174e+00,2.911186917221968873e+00,-8.371905324750936472e+01,2.177311814789745892e+00,2.981291659762412394e+00,-2.631369688401234086e+01,2.316313472649942362e+00,1.526824019911948438e-01,-5.504382921933353856e+01,2.218967631084114434e+00,1.619687045292488858e-01,-4.316455288501890308e+00,-5.387432799126638805e-02,-8.211746305529699086e-01,6.905964575431065455e+00,4.094902530824833832e-03,4.311518133694054386e-03,1.771888204788696086e+01,-2.392366393564024030e+00,6.549662934473215046e+02,1.108277983228608404e-01,3.092110140142197983e-01,-1.546158573897144617e+00
3.999756830960478983e+05,3.274667950853780596e+00,2.384209001681170115e+00,2.904455233780905754e+00,-8.503087976738599707e+01,2.174826049845634213e+00,2.976495761868111600e+00,-2.497478652371741603e+01,2.318635632690227322e+00,1.487175101389534848e-01,-5.545410762481604650e+01,2.217612575104711325e+00,1.583716746375268547e-01,-3.237808414613357222e+00,-4.569243061144057788e-02,-7.970322310780486585e-01,6.926418123559217932e+00,4.136863366264076532e-03,4.350706606121045907e-03,1.727287984543333721e+01,5.134883757178672070e-01,6.475095135061388874e+02,1.036451434524391368e-01,3.150080799827301159e-01,-1.545048057902886463e+00
1.264990858875259582e+05,3.232681862492369884e+00,2.383453309528674513e+00,2.904605189324465098e+00,-8.460148144777062384e+01,2.175520193320087170e+00,2.975983617927454361e+00,-2.596899329789883382e+01,2.318536732678582180e+00,1.478613626060915898e-01,-5.553886012711020470e+01,2.217647709083310215e+00,1.585525712467178716e-01,-2.942412967385455769e+00,-4.599261683850913718e-02,-7.984203874100619380e-01,6.921586778909166071e+00,4.127731352042838392e-03,4.347216947535850230e-03,1.775921254022174622e+01,-1.568589816531493764e-01,6.486199972858048568e+02,1.067686908303359800e-01,3.020765174764452610e-01,-1.544495117364245607e+00
2.583618781642716931e+04,3.125977487947042555e+00,2.383481416340532011e+00,2.904312461499577225e+00,-8.469372500690724337e+01,2.175497540655153994e+00,2.976045280616888444e+00,-2.576190949111076733e+01,2.318478488177294849e+00,1.481929821878444631e-01,-5.545338401878805001e+01,2.217688155960597651e+00,1.582471709116474445e-01,-3.063649283208974783e+00,-4.447451580373869284e-02,-7.996757576804452983e-01,6.921856656725049461e+00,4.126328118924131247e-03,4.347083863580875930e-03,1.771664413726623266e+01,1.231481924806474004e-02,6.485800474807570026e+02,1.030928677711642205e-01,3.084894034721253897e-01,-1.545124628343507611e+00
